Company,Instrument,Credit Rating,1Y Range,% Assets
8.21% Haryana State 2022,State Development Loan,SOV,26.84 - 33.46,33.06
8.39% Rajasthan State 2026,State Development Loan,SOV,30.46 - 31.67,31.13
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 5.17,5.11
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,4.62 - 4.97,4.93
8.52% Uttar Pradesh State 2022,State Development Loan,SOV,4.85 - 5.18,4.85
8.92% Tamilnadu State 2022,State Development Loan,SOV,4.28 - 4.59,4.28
8.76% Maharashtra State 2022,State Development Loan,SOV,4.26 - 16.46,4.26
8.75% Tamilnadu State 2022,State Development Loan,SOV,2.50 - 3.91,2.50
9.49% Jammu & Kashmir State 2022,State Development Loan,SOV,1.73 - 1.86,1.73
7.78% Odisha State 2022,State Development Loan,SOV,1.42 - 1.51,1.42
7.48% Chhattisgarh State 2022,State Development Loan,SOV,0.00 - 1.02,1.00
8.61% Uttar Pradesh State 2022,State Development Loan,SOV,0.68 - 0.73,0.68
8.53% Jharkhand State 2022,State Development Loan,SOV,0.00 - 0.53,0.51
8.97% Andhra Pradesh State 2022,State Development Loan,SOV,0.00 - 0.36,0.34
7.38% Maharashtra State 2022,State Development Loan,SOV,0.00 - 0.13,0.13
8.95% Maharashtra State 2022,State Development Loan,SOV,0.00 - 0.13,0.12
236. ICICI Prudential Fixed Maturity Plan - Series 83 1412 Days Plan B
8.53% Punjab State 2022,State Development Loan,SOV,45.37 - 48.77,45.37
8.39% Rajasthan State 2026,State Development Loan,SOV,31.83 - 34.09,33.65
8.49% Punjab State 2022,State Development Loan,SOV,10.70 - 11.50,10.70
7.78% Odisha State 2022,State Development Loan,SOV,2.56 - 2.72,2.56
8.21% Haryana State 2022,State Development Loan,SOV,1.25 - 1.35,1.25
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 1.25,1.20
8.53% Jammu & Kashmir State 2022,State Development Loan,SOV,1.11 - 1.19,1.11
237. ICICI Prudential Fixed Maturity Plan - Series 83 1412 Days Plan B - Direct Plan
8.53% Punjab State 2022,State Development Loan,SOV,45.37 - 48.77,45.37
8.39% Rajasthan State 2026,State Development Loan,SOV,31.83 - 34.09,33.65
8.49% Punjab State 2022,State Development Loan,SOV,10.70 - 11.50,10.70
7.78% Odisha State 2022,State Development Loan,SOV,2.56 - 2.72,2.56
8.21% Haryana State 2022,State Development Loan,SOV,1.25 - 1.35,1.25
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 1.25,1.20
8.53% Jammu & Kashmir State 2022,State Development Loan,SOV,1.11 - 1.19,1.11
238. ICICI Prudential Fixed Maturity Plan - Series 83 1735 Days Plan P
8.45% Jammu & Kashmir State 2023,State Development Loan,SOV,43.08 - 45.97,43.08
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 9.79,9.31
REC 2023,Bonds,AAA,8.09 - 8.78,8.09
8.73% NTPC 2023,Bonds,AAA,7.88 - 8.36,7.88
8.56% Nuclear Power Corpn. 2023,Debenture,AAA,7.48 - 7.94,7.48
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,7.35 - 7.96,7.35
7.67% Jamnagar Utilities and Power 2023,Bonds,AAA,7.22 - 7.79,7.22
8.65% Karnataka State 2023,State Development Loan,SOV,0.00 - 4.90,4.76
239. ICICI Prudential Fixed Maturity Plan - Series 83 1735 Days Plan P - Direct Plan
8.45% Jammu & Kashmir State 2023,State Development Loan,SOV,43.08 - 45.97,43.08
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 9.79,9.31
REC 2023,Bonds,AAA,8.09 - 8.78,8.09
8.73% NTPC 2023,Bonds,AAA,7.88 - 8.36,7.88
8.56% Nuclear Power Corpn. 2023,Debenture,AAA,7.48 - 7.94,7.48
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,7.35 - 7.96,7.35
7.67% Jamnagar Utilities and Power 2023,Bonds,AAA,7.22 - 7.79,7.22
8.65% Karnataka State 2023,State Development Loan,SOV,0.00 - 4.90,4.76
240. ICICI Prudential Fixed Maturity Plan - Series 84 1101 Days Plan A
8.15% Uttar Pradesh State 2021,State Development Loan,SOV,0.00 - 20.18,18.83
LIC Housing Fin. 2021,Debenture,AAA,9.81 - 9.89,9.89
7.5% Power Finance Corp. 2021,Debenture,AAA,9.21 - 9.81,9.21
8.4% SIDBI 2021,Debenture,AAA,9.05 - 9.67,9.05
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,8.90 - 9.49,8.90
8.01% Tata Sons 2021,Non Convertible Debenture,AAA,8.80 - 9.42,8.80
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,8.45 - 9.06,8.45
Kotak Mahindra Prime 2021,Zero Coupon Bonds,AAA,8.26 - 8.34,8.34
8.65% Haryana State 2021,State Development Loan,SOV,0.00 - 8.79,8.18
9.55% HDFC 2021,Debenture,AAA,2.29 - 2.45,2.29
8.5% Kerala State 2021,State Development Loan,SOV,0.00 - 1.92,1.89
9.48% REC 2021,Bonds,AAA,0.00 - 0.98,0.95
241. ICICI Prudential Fixed Maturity Plan - Series 84 1101 Days Plan A - Direct Plan
8.15% Uttar Pradesh State 2021,State Development Loan,SOV,0.00 - 20.18,18.83
LIC Housing Fin. 2021,Debenture,AAA,9.81 - 9.89,9.89
7.5% Power Finance Corp. 2021,Debenture,AAA,9.21 - 9.81,9.21
8.4% SIDBI 2021,Debenture,AAA,9.05 - 9.67,9.05
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,8.90 - 9.49,8.90
8.01% Tata Sons 2021,Non Convertible Debenture,AAA,8.80 - 9.42,8.80
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,8.45 - 9.06,8.45
Kotak Mahindra Prime 2021,Zero Coupon Bonds,AAA,8.26 - 8.34,8.34
8.65% Haryana State 2021,State Development Loan,SOV,0.00 - 8.79,8.18
9.55% HDFC 2021,Debenture,AAA,2.29 - 2.45,2.29
8.5% Kerala State 2021,State Development Loan,SOV,0.00 - 1.92,1.89
9.48% REC 2021,Bonds,AAA,0.00 - 0.98,0.95
242. ICICI Prudential Fixed Maturity Plan - Series 84 1103 Days Plan C
Kotak Mahindra Investments 2021,Debenture,AAA,9.85 - 10.09,10.09
G R Infra Projects 2021,Zero Coupon Bonds,AA-,0.00 - 9.83,9.77
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,9.53 - 9.61,9.53
9.1438% Bajaj Housing Finance 2021,Debenture,AAA,0.00 - 9.83,9.29
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,7.48 - 8.18,7.48
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,7.39 - 7.90,7.39
8.7% Tata Capital Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 7.81,7.35
8.66% NUVOCO Vistas Corp. 2021,Debenture,AA,7.23 - 7.78,7.23
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,0.00 - 7.76,7.18
8.5% Vedanta 2021,Non Convertible Debenture,AA,7.16 - 7.73,7.18
8.52% Fullerton India Credit 2021,Bonds/NCDs,AAA,0.00 - 6.53,6.43
9.48% REC 2021,Bonds,AAA,0.00 - 3.87,3.77
8.2% IRFC 2021,Bonds,AAA,0.00 - 1.52,1.49
243. ICICI Prudential Fixed Maturity Plan - Series 84 1103 Days Plan C - Direct Plan
Kotak Mahindra Investments 2021,Debenture,AAA,9.85 - 10.09,10.09
G R Infra Projects 2021,Zero Coupon Bonds,AA-,0.00 - 9.83,9.77
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,9.53 - 9.61,9.53
9.1438% Bajaj Housing Finance 2021,Debenture,AAA,0.00 - 9.83,9.29
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,7.48 - 8.18,7.48
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,7.39 - 7.90,7.39
8.7% Tata Capital Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 7.81,7.35
8.66% NUVOCO Vistas Corp. 2021,Debenture,AA,7.23 - 7.78,7.23
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,0.00 - 7.76,7.18
8.5% Vedanta 2021,Non Convertible Debenture,AA,7.16 - 7.73,7.18
8.52% Fullerton India Credit 2021,Bonds/NCDs,AAA,0.00 - 6.53,6.43
9.48% REC 2021,Bonds,AAA,0.00 - 3.87,3.77
8.2% IRFC 2021,Bonds,AAA,0.00 - 1.52,1.49
244. ICICI Prudential Fixed Maturity Plan - Series 84 1188 Days Plan Z
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.04,10.04
Fullerton India Credit 2022,Debenture,AAA,9.61 - 9.82,9.61
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 9.65,9.45
8.23% HUDCO 2022,Non Convertible Debenture,AAA,9.34 - 9.80,9.34
9.45% John Deere Financial India 2022,Non Convertible Debenture,AAA,9.29 - 9.87,9.29
8.81% SIDBI 2022,Debenture,AAA,9.29 - 9.88,9.29
8.45% REC 2022,Debenture,AAA,9.26 - 9.74,9.26
9.95% Food Corporation of India 2022,Bonds,AAA,8.39 - 8.90,8.39
7.6% Nat. Highways Authority 2022,Bonds,AAA,6.98 - 8.72,8.36
9.4756% Tata Capital Financial Services 2022,Non Convertible Debenture,AAA,4.53 - 4.76,4.54
9.05% Export-Import Bank 2022,Bonds,AAA,2.30 - 2.42,2.30
9.1791% Tata Capital Housing Finance 2022,Debenture,AAA,2.25 - 2.37,2.25
7.95% LIC Housing Fin. 2022,Bonds,AAA,0.00 - 2.29,2.21
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.39,1.34
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.44,0.44
8.52% Fullerton India Credit 2021,Bonds/NCDs,AAA,0.00 - 0.13,0.13
245. ICICI Prudential Fixed Maturity Plan - Series 84 1188 Days Plan Z - Direct Plan
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.04,10.04
Fullerton India Credit 2022,Debenture,AAA,9.61 - 9.82,9.61
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 9.65,9.45
8.23% HUDCO 2022,Non Convertible Debenture,AAA,9.34 - 9.80,9.34
9.45% John Deere Financial India 2022,Non Convertible Debenture,AAA,9.29 - 9.87,9.29
8.81% SIDBI 2022,Debenture,AAA,9.29 - 9.88,9.29
8.45% REC 2022,Debenture,AAA,9.26 - 9.74,9.26
9.95% Food Corporation of India 2022,Bonds,AAA,8.39 - 8.90,8.39
7.6% Nat. Highways Authority 2022,Bonds,AAA,6.98 - 8.72,8.36
9.4756% Tata Capital Financial Services 2022,Non Convertible Debenture,AAA,4.53 - 4.76,4.54
9.05% Export-Import Bank 2022,Bonds,AAA,2.30 - 2.42,2.30
9.1791% Tata Capital Housing Finance 2022,Debenture,AAA,2.25 - 2.37,2.25
7.95% LIC Housing Fin. 2022,Bonds,AAA,0.00 - 2.29,2.21
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.39,1.34
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.44,0.44
8.52% Fullerton India Credit 2021,Bonds/NCDs,AAA,0.00 - 0.13,0.13
246. ICICI Prudential Fixed Maturity Plan - Series 84 1204 Days Plan Y
8.75% Tamilnadu State 2022,State Development Loan,SOV,22.12 - 23.30,22.12
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.00,10.00
Fullerton India Credit 2022,Debenture,AAA,9.34 - 9.56,9.34
9.45% John Deere Financial India 2022,Non Convertible Debenture,AAA,9.29 - 9.88,9.29
8.45% REC 2022,Debenture,AAA,9.05 - 9.53,9.05
8.23% HUDCO 2022,Non Convertible Debenture,AAA,9.04 - 9.49,9.04
9.95% Food Corporation of India 2022,Bonds,AAA,8.16 - 8.66,8.16
7.95% SIDBI 2022,Debenture,AAA,0.00 - 7.62,7.45
9.4756% Tata Capital Financial Services 2022,Non Convertible Debenture,AAA,3.97 - 4.17,3.97
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 4.09,3.94
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.59,1.57
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.20,1.20
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.80,0.78
8.39% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.41,0.40
247. ICICI Prudential Fixed Maturity Plan - Series 84 1204 Days Plan Y - Direct Plan
8.75% Tamilnadu State 2022,State Development Loan,SOV,22.12 - 23.30,22.12
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.00,10.00
Fullerton India Credit 2022,Debenture,AAA,9.34 - 9.56,9.34
9.45% John Deere Financial India 2022,Non Convertible Debenture,AAA,9.29 - 9.88,9.29
8.45% REC 2022,Debenture,AAA,9.05 - 9.53,9.05
8.23% HUDCO 2022,Non Convertible Debenture,AAA,9.04 - 9.49,9.04
9.95% Food Corporation of India 2022,Bonds,AAA,8.16 - 8.66,8.16
7.95% SIDBI 2022,Debenture,AAA,0.00 - 7.62,7.45
9.4756% Tata Capital Financial Services 2022,Non Convertible Debenture,AAA,3.97 - 4.17,3.97
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 4.09,3.94
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.59,1.57
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.20,1.20
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.80,0.78
8.39% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.41,0.40
248. ICICI Prudential Fixed Maturity Plan - Series 84 1224 Days Plan S
8.21% Rajasthan State 2022,State Development Loan,SOV,30.97 - 32.88,30.97
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.91 - 10.07,10.07
HDB Financial Services 2022,Debenture,AAA,9.91 - 10.04,10.04
8.46% HUDCO 2022,Non Convertible Debenture,AAA,9.27 - 9.84,9.27
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 9.41,9.17
9.95% Food Corporation of India 2022,Bonds,AAA,9.13 - 9.76,9.13
8.45% REC 2022,Debenture,AAA,8.80 - 9.36,8.80
LIC Housing Fin. 2022,Debenture,AAA,5.93 - 7.19,7.19
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.81,1.76
249. ICICI Prudential Fixed Maturity Plan - Series 84 1224 Days Plan S - Direct Plan
8.21% Rajasthan State 2022,State Development Loan,SOV,30.97 - 32.88,30.97
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.91 - 10.07,10.07
HDB Financial Services 2022,Debenture,AAA,9.91 - 10.04,10.04
8.46% HUDCO 2022,Non Convertible Debenture,AAA,9.27 - 9.84,9.27
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 9.41,9.17
9.95% Food Corporation of India 2022,Bonds,AAA,9.13 - 9.76,9.13
8.45% REC 2022,Debenture,AAA,8.80 - 9.36,8.80
LIC Housing Fin. 2022,Debenture,AAA,5.93 - 7.19,7.19
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.81,1.76
250. ICICI Prudential Fixed Maturity Plan - Series 84 1235 Days Plan R
Fullerton India Credit 2022,Debenture,AAA,0.00 - 9.80,9.60
9.14% Zydus Wellness 2022,Debenture,AA+,0.00 - 9.68,9.12
LIC Housing Fin. 2022,Debenture,AAA,8.67 - 8.80,8.80
HDB Financial Services 2022,Debenture,AAA,0.00 - 8.78,8.78
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,8.13 - 8.56,8.13
9.1791% Tata Capital Housing Finance 2022,Debenture,AAA,0.00 - 8.48,8.09
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 8.44,8.08
Walwhan Renewables Energy 2022,Debenture,AA,7.66 - 8.11,7.66
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 9.45,5.22
PVR 2022,Debenture,AA-,0.00 - 4.88,4.88
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 4.26,4.07
8.2% IRFC 2021,Bonds,AAA,0.00 - 4.13,4.03
8.45% REC 2022,Debenture,AAA,0.00 - 3.81,3.64
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 3.58,3.58
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,0.00 - 2.03,1.92
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 1.27,1.22
251. ICICI Prudential Fixed Maturity Plan - Series 84 1235 Days Plan R - Direct Plan
Fullerton India Credit 2022,Debenture,AAA,0.00 - 9.80,9.60
9.14% Zydus Wellness 2022,Debenture,AA+,0.00 - 9.68,9.12
LIC Housing Fin. 2022,Debenture,AAA,8.67 - 8.80,8.80
HDB Financial Services 2022,Debenture,AAA,0.00 - 8.78,8.78
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,8.13 - 8.56,8.13
9.1791% Tata Capital Housing Finance 2022,Debenture,AAA,0.00 - 8.48,8.09
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 8.44,8.08
Walwhan Renewables Energy 2022,Debenture,AA,7.66 - 8.11,7.66
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 9.45,5.22
PVR 2022,Debenture,AA-,0.00 - 4.88,4.88
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 4.26,4.07
8.2% IRFC 2021,Bonds,AAA,0.00 - 4.13,4.03
8.45% REC 2022,Debenture,AAA,0.00 - 3.81,3.64
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 3.58,3.58
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,0.00 - 2.03,1.92
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 1.27,1.22
252. ICICI Prudential Fixed Maturity Plan - Series 84 1245 Days Plan N
8.95% Maharashtra State 2022,State Development Loan,SOV,23.25 - 24.81,23.25
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.94 - 10.07,10.07
HDB Financial Services 2022,Debenture,AAA,0.00 - 10.07,10.07
LIC Housing Fin. 2022,Debenture,AAA,10.00 - 10.06,10.06
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,9.34 - 9.97,9.34
8.45% REC 2022,Debenture,AAA,9.21 - 9.97,9.21
8.81% SIDBI 2022,Debenture,AAA,4.97 - 5.51,5.19
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,4.88 - 5.40,5.16
8.92% Tamilnadu State 2022,State Development Loan,SOV,3.15 - 3.38,3.15
8.73% Himachal Pradesh State 2022,State Development Loan,SOV,3.13 - 3.36,3.13
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 3.28,3.08
8.94% Gujarat State 2022,State Development Loan,SOV,0.00 - 2.96,2.93
8.21% Haryana State 2022,State Development Loan,SOV,0.00 - 1.39,1.39
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 0.64,0.62
8.39% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.35,0.34
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 0.32,0.30
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 0.25,0.25
8.69% Gujarat State 2022,State Development Loan,SOV,0.20 - 3.58,0.20
253. ICICI Prudential Fixed Maturity Plan - Series 84 1245 Days Plan N - Direct Plan
8.95% Maharashtra State 2022,State Development Loan,SOV,23.25 - 24.81,23.25
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.94 - 10.07,10.07
HDB Financial Services 2022,Debenture,AAA,0.00 - 10.07,10.07
LIC Housing Fin. 2022,Debenture,AAA,10.00 - 10.06,10.06
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,9.34 - 9.97,9.34
8.45% REC 2022,Debenture,AAA,9.21 - 9.97,9.21
8.81% SIDBI 2022,Debenture,AAA,4.97 - 5.51,5.19
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,4.88 - 5.40,5.16
8.92% Tamilnadu State 2022,State Development Loan,SOV,3.15 - 3.38,3.15
8.73% Himachal Pradesh State 2022,State Development Loan,SOV,3.13 - 3.36,3.13
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 3.28,3.08
8.94% Gujarat State 2022,State Development Loan,SOV,0.00 - 2.96,2.93
8.21% Haryana State 2022,State Development Loan,SOV,0.00 - 1.39,1.39
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 0.64,0.62
8.39% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.35,0.34
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 0.32,0.30
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 0.25,0.25
8.69% Gujarat State 2022,State Development Loan,SOV,0.20 - 3.58,0.20
254. ICICI Prudential Fixed Maturity Plan - Series 84 1247 Days Plan M
8.94% Gujarat State 2022,State Development Loan,SOV,29.92 - 31.99,29.92
8.71% Andhra Pradesh State 2022,State Development Loan,SOV,23.11 - 24.70,23.11
8.95% Maharashtra State 2022,State Development Loan,SOV,22.34 - 23.88,22.34
8.39% Rajasthan State 2026,State Development Loan,SOV,3.66 - 17.35,17.13
8.97% Andhra Pradesh State 2022,State Development Loan,SOV,0.00 - 2.42,2.33
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.15,1.15
255. ICICI Prudential Fixed Maturity Plan - Series 84 1247 Days Plan M - Direct Plan
8.94% Gujarat State 2022,State Development Loan,SOV,29.92 - 31.99,29.92
8.71% Andhra Pradesh State 2022,State Development Loan,SOV,23.11 - 24.70,23.11
8.95% Maharashtra State 2022,State Development Loan,SOV,22.34 - 23.88,22.34
8.39% Rajasthan State 2026,State Development Loan,SOV,3.66 - 17.35,17.13
8.97% Andhra Pradesh State 2022,State Development Loan,SOV,0.00 - 2.42,2.33
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.15,1.15
256. ICICI Prudential Fixed Maturity Plan - Series 84 1247 Days Plan W
9.12% Gujarat State 2022,State Development Loan,SOV,25.29 - 26.74,25.29
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 9.95,9.95
Bajaj Housing Finance 2022,Debenture,AAA,9.79 - 9.90,9.90
HDB Financial Services 2022,Debenture,AAA,9.75 - 9.83,9.83
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,9.32 - 9.81,9.32
8.81% SIDBI 2022,Debenture,AAA,9.17 - 9.72,9.17
8.45% REC 2022,Debenture,AAA,8.57 - 9.07,8.57
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 7.38,7.28
8.23% HUDCO 2022,Non Convertible Debenture,AAA,3.18 - 3.36,3.18
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.72,1.70
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.25,1.24
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 0.98,0.97
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.25 - 9.91,0.25
257. ICICI Prudential Fixed Maturity Plan - Series 84 1247 Days Plan W - Direct Plan
9.12% Gujarat State 2022,State Development Loan,SOV,25.29 - 26.74,25.29
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 9.95,9.95
Bajaj Housing Finance 2022,Debenture,AAA,9.79 - 9.90,9.90
HDB Financial Services 2022,Debenture,AAA,9.75 - 9.83,9.83
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,9.32 - 9.81,9.32
8.81% SIDBI 2022,Debenture,AAA,9.17 - 9.72,9.17
8.45% REC 2022,Debenture,AAA,8.57 - 9.07,8.57
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 7.38,7.28
8.23% HUDCO 2022,Non Convertible Debenture,AAA,3.18 - 3.36,3.18
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.72,1.70
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 1.25,1.24
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 0.98,0.97
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.25 - 9.91,0.25
258. ICICI Prudential Fixed Maturity Plan - Series 84 1254 Days Plan U
8.39% Rajasthan State 2026,State Development Loan,SOV,24.90 - 26.49,24.90
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.01,10.01
HDB Financial Services 2022,Debenture,AAA,0.00 - 9.94,9.94
LIC Housing Fin. 2022,Debenture,AAA,9.25 - 9.35,9.34
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 9.03,8.57
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 8.62,8.52
8.45% REC 2022,Debenture,AAA,3.04 - 7.55,7.15
8.53% Jharkhand State 2022,State Development Loan,SOV,5.79 - 6.16,5.79
8.58% HDFC 2022,Debenture,AAA,0.00 - 5.21,5.14
8.75% Tamilnadu State 2022,State Development Loan,SOV,0.00 - 3.09,2.92
8.81% SIDBI 2022,Debenture,AAA,0.00 - 6.74,2.90
8.21% Haryana State 2022,State Development Loan,SOV,0.00 - 1.44,1.44
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 0.88,0.87
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.30,0.29
259. ICICI Prudential Fixed Maturity Plan - Series 84 1254 Days Plan U - Direct Plan
8.39% Rajasthan State 2026,State Development Loan,SOV,24.90 - 26.49,24.90
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.01,10.01
HDB Financial Services 2022,Debenture,AAA,0.00 - 9.94,9.94
LIC Housing Fin. 2022,Debenture,AAA,9.25 - 9.35,9.34
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 9.03,8.57
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 8.62,8.52
8.45% REC 2022,Debenture,AAA,3.04 - 7.55,7.15
8.53% Jharkhand State 2022,State Development Loan,SOV,5.79 - 6.16,5.79
8.58% HDFC 2022,Debenture,AAA,0.00 - 5.21,5.14
8.75% Tamilnadu State 2022,State Development Loan,SOV,0.00 - 3.09,2.92
8.81% SIDBI 2022,Debenture,AAA,0.00 - 6.74,2.90
8.21% Haryana State 2022,State Development Loan,SOV,0.00 - 1.44,1.44
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 0.88,0.87
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.30,0.29
260. ICICI Prudential Fixed Maturity Plan - Series 84 1272 Days Plan Q
8.21% Haryana State 2022,State Development Loan,SOV,34.95 - 37.23,34.95
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.93 - 10.06,10.06
HDB Financial Services 2022,Debenture,AAA,9.93 - 10.02,10.02
LIC Housing Fin. 2022,Debenture,AAA,9.91 - 10.00,9.98
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 9.96,9.96
8.45% REC 2022,Debenture,AAA,9.17 - 9.77,9.17
8.46% HUDCO 2022,Non Convertible Debenture,AAA,8.75 - 9.31,8.75
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 1.94,1.88
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.48,1.44
8.21% Rajasthan State 2022,State Development Loan,SOV,0.64 - 0.68,0.64
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.40,0.38
7.95% SIDBI 2022,Debenture,AAA,0.00 - 0.06,0.06
